period,expense_head,amount,cost_center,basis,source_description,remarks
2025-10-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2025-11-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2025-12-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-01-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-02-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-03-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-04-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-05-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-06-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2026-07-01,Temporary Staff,126.19,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 152"
2025-10-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2025-11-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2025-12-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-01-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-02-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-03-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-04-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-05-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-06-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2026-07-01,Temporary Staff,57.68,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 153"
2025-10-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2025-11-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2025-12-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-01-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-02-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-03-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-04-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-05-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-06-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2026-07-01,Temporary Staff,57.68,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 154"
2025-10-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2025-11-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2025-12-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-01-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-02-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-03-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-04-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-05-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-06-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2026-07-01,Temporary Staff,57.68,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 155"
2025-10-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2025-11-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2025-12-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-01-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-02-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-03-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-04-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-05-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-06-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2026-07-01,Temporary Staff,57.68,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 156"
2025-10-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2025-11-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2025-12-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-01-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-02-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-03-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-04-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-05-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-06-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2026-07-01,Temporary Staff,57.68,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 157"
2025-10-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2025-11-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2025-12-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-01-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-02-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-03-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-04-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-05-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-06-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2026-07-01,Temporary Staff,57.68,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 158"
2025-10-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2025-11-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2025-12-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-01-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-02-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-03-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-04-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-05-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-06-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2026-07-01,Temporary Staff,57.68,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 159"
2025-10-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2025-11-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2025-12-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-01-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-02-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-03-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-04-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-05-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-06-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2026-07-01,Temporary Staff,57.68,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 160"
2025-10-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2025-11-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2025-12-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-01-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-02-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-03-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-04-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-05-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-06-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2026-07-01,Temporary Staff,57.68,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 161"
2025-10-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2025-11-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2025-12-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-01-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-02-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-03-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-04-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-05-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-06-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2026-07-01,Temporary Staff,57.68,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 162"
2025-10-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2025-11-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2025-12-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-01-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-02-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-03-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-04-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-05-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-06-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2026-07-01,Temporary Staff,162.24,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 163"
2025-10-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2025-11-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2025-12-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-01-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-02-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-03-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-04-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-05-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-06-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2026-07-01,Temporary Staff,287.97,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 164"
2025-10-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2025-11-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2025-12-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-01-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-02-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-03-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-04-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-05-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-06-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2026-07-01,Building Maintenance,620.78,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 166"
2025-10-01,Building Maintenance,2762.43,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167; carries QAR -0.80 so the head ties to the books (the sheet's percentages do not add exactly)"
2025-11-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2025-12-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-01-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-02-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-03-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-04-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-05-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-06-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2026-07-01,Building Maintenance,2763.23,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 167"
2025-10-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2025-11-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2025-12-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-01-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-02-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-03-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-04-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-05-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-06-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2026-07-01,Building Maintenance,1158.29,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 168"
2025-10-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2025-11-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2025-12-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-01-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-02-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-03-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-04-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-05-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-06-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2026-07-01,Building Maintenance,511.01,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 169"
2025-10-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2025-11-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2025-12-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-01-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-02-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-03-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-04-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-05-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-06-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2026-07-01,Building Maintenance,681.34,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 170"
2025-10-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2025-11-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2025-12-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-01-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-02-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-03-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-04-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-05-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-06-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2026-07-01,Building Maintenance,1771.50,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 171"
2025-10-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2025-11-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2025-12-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-01-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-02-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-03-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-04-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-05-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-06-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2026-07-01,Building Maintenance,590.50,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 172"
2025-10-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2025-11-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2025-12-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-01-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-02-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-03-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-04-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-05-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-06-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2026-07-01,Building Maintenance,473.16,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 173"
2025-10-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2025-11-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2025-12-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-01-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-02-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-03-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-04-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-05-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-06-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2026-07-01,Building Maintenance,476.94,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 174"
2025-10-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2025-11-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2025-12-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-01-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-02-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-03-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-04-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-05-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-06-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2026-07-01,Building Maintenance,529.93,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 175"
2025-10-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2025-11-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2025-12-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-01-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-02-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-03-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-04-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-05-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-06-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2026-07-01,Building Maintenance,242.26,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 176"
2025-10-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2025-11-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2025-12-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-01-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-02-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-03-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-04-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
