period,expense_head,amount,cost_center,basis,source_description,remarks
2026-05-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-06-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2026-07-01,Building Maintenance,242.26,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 177"
2025-10-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2025-11-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2025-12-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-01-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-02-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-03-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-04-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-05-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-06-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2026-07-01,Building Maintenance,242.26,TWR-17,Building,TWR-17,"Expense workbook V3, Building sheet row 178"
2025-10-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2025-11-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2025-12-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-01-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-02-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-03-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-04-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-05-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-06-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2026-07-01,Building Maintenance,242.26,TWR-19,Building,TWR-19,"Expense workbook V3, Building sheet row 179"
2025-10-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2025-11-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2025-12-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-01-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-02-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-03-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-04-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-05-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-06-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2026-07-01,Building Maintenance,242.26,TWR-20,Building,TWR-20,"Expense workbook V3, Building sheet row 180"
2025-10-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2025-11-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2025-12-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-01-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-02-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-03-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-04-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-05-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-06-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2026-07-01,Building Maintenance,242.26,TWR-35,Building,TWR-35,"Expense workbook V3, Building sheet row 181"
2025-10-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2025-11-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2025-12-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-01-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-02-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-03-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-04-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-05-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-06-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2026-07-01,Building Maintenance,242.26,TWR-37,Building,TWR-37,"Expense workbook V3, Building sheet row 182"
2025-10-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2025-11-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2025-12-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-01-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-02-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-03-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-04-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-05-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-06-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2026-07-01,Building Maintenance,242.26,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 183"
2025-10-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2025-11-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2025-12-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-01-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-02-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-03-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-04-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-05-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-06-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2026-07-01,Building Maintenance,242.26,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 184"
2025-10-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2025-11-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2025-12-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-01-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-02-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-03-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-04-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-05-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-06-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2026-07-01,Building Maintenance,242.26,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 185"
2025-10-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2025-11-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2025-12-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-01-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-02-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-03-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-04-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-05-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-06-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2026-07-01,Building Maintenance,681.34,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 186"
2025-10-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2025-11-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2025-12-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-01-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-02-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-03-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-04-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-05-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-06-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2026-07-01,Building Maintenance,1209.39,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 187"
2025-10-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2025-11-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2025-12-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-01-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-02-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-03-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-04-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-05-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-06-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2026-07-01,Building Maintenance,10.30,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 189"
2025-10-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2025-11-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2025-12-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-01-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-02-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-03-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-04-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-05-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-06-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2026-07-01,Building Maintenance,45.86,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 190"
2025-10-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2025-11-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2025-12-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-01-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-02-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-03-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-04-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-05-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-06-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2026-07-01,Building Maintenance,19.22,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 191"
2025-10-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2025-11-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2025-12-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-01-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-02-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-03-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-04-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-05-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-06-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2026-07-01,Building Maintenance,8.48,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 192"
2025-10-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2025-11-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2025-12-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-01-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-02-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-03-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-04-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-05-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-06-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2026-07-01,Building Maintenance,11.31,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 193"
2025-10-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2025-11-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2025-12-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-01-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-02-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-03-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-04-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-05-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
2026-06-01,Building Maintenance,29.40,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 194"
